MUESTRA,ID,FECHA,CP,C.A,ORIGEN,EDAD,PERRO/GATO,nº ESPECIES,RESULTADO,ESPECIE 1,ESPECIE 2,ESPECIE 3,ESTACIÓN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5889,10830329,10/26/17,27002,GALICIA,ZZZZ,3,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5890,10830331,10/26/17,28224,,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5891,10833100,10/26/17,08026,CATALUÑA,ZZZZ,NC,1,1,"> 100.000 UFC/ml Escherichia coli



",Escherichia ,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5892,10833130,10/26/17,50630,ARAGON,T,NC,2,1,"50.000 UFC/ml Staphylococcus aureus



",Staphylococcus,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5893,10833136,10/26/17,08755,CATALUÑA,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5894,10840704,10/26/17,08026,CATALUÑA,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5895,10840707,10/26/17,07010,BALEARES,M,NC,2,1,"> 100.000 UFC/ml Escherichia coli



",Escherichia ,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5896,10840872,10/26/17,07010,BALEARES,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5897,10840875,10/26/17,36620,GALICIA,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5898,10840878,10/26/17,30520,MURCIA,T,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5899,10840885,10/26/17,08389,CATALUÑA,M,NC,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5900,10840887,10/26/17,08228,CATALUÑA,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5901,10840889,10/26/17,08395,CATALUÑA,M,NC,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5902,123,10/26/17,48003,PAÍS VASCO,M,NC,1,1,"> 100.000 UFC/ml Enterococcus faecalis


",Enterococcus,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5903,10107291,10/27/17,28330,,ZZZZ,NC,2,1,"5.000 UFC/ml Escherichia coli


",Escherichia ,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5904,10486449,10/27/17,46014,VALENCIA,ZZZZ,17,2,1,"> 100.000 UFC/ml Escherichia coli



",Escherichia ,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5905,10530474,10/27/17,08006,CATALUÑA,T,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5906,10547742,10/27/17,33205,ASTURIAS,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5907,10557615,10/27/17,28850,,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5908,10557616,10/27/17,28850,,T,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5909,10561367,10/27/17,08760,CATALUÑA,ZZZZ,12,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5910,10642615,10/27/17,08922,CATALUÑA,ZZZZ,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5911,10661219,10/27/17,28750,,M,NC,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5912,10668438,10/27/17,48010,PAÍS VASCO,ZZZZ,13,1,1,"50.000 UFC/ml Escherichia coli



",Escherichia ,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5913,10668440,10/27/17,48010,PAÍS VASCO,ZZZZ,11,1,1,"30.000 UFC/ml Klebsiella pneumoniae


",Klebsiella,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5914,10670226,10/27/17,28109,,ZZZZ,17,1,1,"> 100.000 UFC/ml Escherichia coli



",Escherichia ,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5915,10693070,10/27/17,08028,CATALUÑA,M,NC,1,1,"> 100.000 UFC/ml Escherichia coli



",Escherichia ,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5916,10714683,10/27/17,08026,CATALUÑA,T,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5917,10728154,10/27/17,46701,VALENCIA,ZZZZ,3,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5918,10742807,10/27/17,43110,CATALUÑA,ZZZZ,11,1,1,"15.000 UFC/ml Escherichia coli


",Escherichia ,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5919,10743929,10/27/17,08860,CATALUÑA,T,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5920,10755955,10/27/17,28024,,MD,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5921,10765499,10/27/17,28013,,ZZZZ,4,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5922,10770101,10/27/17,50410,ARAGON,ZZZZ,6,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5923,10785241,10/27/17,28941,,ZZZZ,13,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5924,10785475,10/27/17,28934,,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5925,10790291,10/27/17,20180,PAÍS VASCO,ZZZZ,NC,2,1,"> 100.000 UFC/ml Escherichia coli



",Escherichia ,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5926,10803622,10/27/17,50180,ARAGON,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5927,10823565,10/27/17,08009,CATALUÑA,T,NC,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5928,10830346,10/27/17,28042,,M,NC,1,1,"50.000 UFC/ml Escherichia coli



",Escherichia ,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5929,10830353,10/27/17,41008,ANDALUCIA,M,NC,1,1,"20.000 UFC/ml Escherichia coli


",Escherichia ,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5930,10830367,10/27/17,03610,VALENCIA,M,NC,1,2,"30.000 UFC/ml Escherichia coli

10.000 UFC/ml Proteus mirabilis



",Escherichia ,Proteus,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5931,10830370,10/27/17,08340,CATALUÑA,ZZZZ,9,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5932,10830374,10/27/17,29560,ANDALUCIA,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5933,10830377,10/27/17,15200,GALICIA,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5934,10830378,10/27/17,28031,,ZZZZ,NC,1,2,"> 100.000 UFC/ml Pseudomonas aeruginosa
> 100.000 UFC/ml Streptococcus beta-hemolitico


",Pseudomonas,Streptococcus,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5935,10830379,10/27/17,46018,VALENCIA,M,11,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5936,10830380,10/27/17,46380,VALENCIA,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5937,10830397,10/27/17,08034,CATALUÑA,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5938,10830399,10/27/17,08034,CATALUÑA,M,NC,1,1,"10.000 UFC/ml Escherichia coli



",Escherichia ,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5939,10830602,10/27/17,39300,CANTABRIA,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5940,10830606,10/27/17,46980,VALENCIA,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5941,10830607,10/27/17,46980,VALENCIA,M,NC,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5942,10830608,10/27/17,46980,VALENCIA,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5943,10830609,10/27/17,46980,VALENCIA,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5944,10833194,10/27/17,08009,CATALUÑA,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5945,10418043,10/28/17,10005,EXTREMADURA,M,NC,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5946,10497562,10/28/17,08560,CATALUÑA,ZZZZ,6,1,2,"> 100.000 UFC/ml Proteus mirabilis

> 100.000 UFC/ml Staphylococcus aureus



",Proteus,Staphylococcus,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5947,10556513,10/28/17,46018,VALENCIA,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5948,10559991,10/28/17,08812,CATALUÑA,M,7,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5949,10561693,10/28/17,46920,VALENCIA,ZZZZ,NC,1,1,"> 100.000 UFC/ml Escherichia coli



",Escherichia ,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5950,10591256,10/28/17,50600,ARAGON,ZZZZ,8,1,1,"> 100.000 UFC/ml Escherichia coli



",Escherichia ,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5951,10649401,10/28/17,48920,PAÍS VASCO,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5952,10729821,10/28/17,01012,PAÍS VASCO,ZZZZ,NC,2,1,"> 100.000 UFC/ml Escherichia coli



",Escherichia ,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5953,10730255,10/28/17,08970,CATALUÑA,ZZZZ,5,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5954,10785070,10/28/17,11540,ANDALUCIA,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5955,10803481,10/28/17,28100,,M,NC,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5956,10804926,10/28/17,08930,CATALUÑA,ZZZZ,16,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5957,10823573,10/28/17,37008,C. LEÓN,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5958,10830578,10/28/17,15403,GALICIA,M,NC,1,1,"10.000 UFC/ml Aerococcus viridans



",Aerococcus,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5959,10830580,10/28/17,33400,ASTURIAS,M,NC,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5960,10830581,10/28/17,03189,VALENCIA,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5961,10830588,10/28/17,08036,CATALUÑA,M,NC,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5962,10830638,10/28/17,08034,CATALUÑA,M,NC,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5963,10830639,10/28/17,08034,CATALUÑA,M,NC,1,1,"> 100.000 UFC/ml Klebsiella pneumoniae ssp pneumoniae



",Klebsiella,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5964,10830641,10/28/17,07800,BALEARES,M,NC,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5965,10830642,10/28/17,03140,VALENCIA,M,NC,1,1,"> 100.000 UFC/ml Escherichia coli



",Escherichia ,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5966,10830646,10/28/17,33006,ASTURIAS,M,NC,1,2," 50.000 UFC/ml Staphylococcus pseudintermedius

30.000 UFC/ml Enterococcus faecium


",Enterococcus,Staphylococcus,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5967,10830647,10/28/17,28342,,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5968,10830649,10/28/17,30590,MURCIA,M,NC,1,1,"> 100.000 UFC/ml Proteus mirabilis


",Proteus,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5969,10830652,10/28/17,07010,BALEARES,M,NC,1,1,"> 100.000 UFC/ml Escherichia coli



",Escherichia ,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5970,10830661,10/28/17,07010,BALEARES,M,NC,1,1,"> 100.000 UFC/ml Enterococcus gallinarum


",Enterococcus,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5971,10830670,10/28/17,08930,CATALUÑA,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5972,10830674,10/28/17,44002,ARAGON,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5973,10830680,10/28/17,28001,,M,NC,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5974,10830681,10/28/17,20120,PAÍS VASCO,M,NC,1,2,"

> 100.000 UFC/ml Staphylococcus saprophyticus

> 100.000 UFC/ml Enterococcus faecalis



",Enterococcus,Staphylococcus,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5975,10830682,10/28/17,33450}{,ASTURIAS,M,NC,1,1,"> 100.000 UFC/ml Pseudomonas aeruginosa


",Pseudomonas,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5976,10830684,10/28/17,46008,VALENCIA,M,NC,1,2,"20.000 UFC/ml Escherichia coli

20.000 UFC/ml Streptococcus beta-hemolitico


",Escherichia ,Streptococcus,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5977,10830686,10/28/17,15200,GALICIA,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5978,10830697,10/28/17,50410,ARAGON,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5979,10841749,10/28/17,07010,BALEARES,M,NC,1,1,"> 100.000 UFC/ml Klebsiella pneumoniae ssp pneumoniae



",Klebsiella,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5980,10841757,10/28/17,28016,,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5981,10841761,10/28/17,35003,CANARIAS,M,NC,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5982,10841813,10/28/17,08820,CATALUÑA,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5983,10743600,10/30/17,28931,,ZZZZ,12,2,2,"> 100.000 UFC/ml Escherichia coli

> 100.000 UFC/ml Enterococcus faecalis

",Enterococcus,Escherichia ,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5984,10803480,10/30/17,28100,,MD,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5985,10830611,10/30/17,08013,CATALUÑA,T,NC,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5986,10830612,10/30/17,08013,CATALUÑA,T,NC,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5987,10072409,10/31/17,28702,,ZZZZ,3,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5988,10126061,10/31/17,08922,CATALUÑA,ZZZZ,NC,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5989,10448258,10/31/17,46130,VALENCIA,ZZZZ,12,1,1,"> 100.000 UFC/ml Escherichia coli



",Escherichia ,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5990,10451324,10/31/17,08240,CATALUÑA,M,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5991,10456976,10/31/17,07141,BALEARES,ZZZZ,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5992,10505406,10/31/17,33690,ASTURIAS,M,NC,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5993,10522767,10/31/17,30875,MURCIA,ZZZZ,NC,1,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5994,10545292,10/31/17,08450,CATALUÑA,T,NC,1,1,"> 100.000 UFC/ml Escherichia coli



",Escherichia ,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5995,10591255,10/31/17,50600,ARAGON,ZZZZ,13,1,1,"> 100.000 UFC/ml Proteus mirabilis


",Proteus,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5996,10647629,10/31/17,28224,,MD,NC,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5997,10647641,10/31/17,28660,,MD,NC,1,1," 60.000 UFC/ml Escherichia coli


",Escherichia ,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5998,10647651,10/31/17,28047,,MD,NC,2,0,0,0,0,0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
